,ETH,score,rank,collection_size,metadata_Earring,metadata_Background,metadata_Fur,metadata_Clothes,metadata_Mouth,metadata_Eyes,metadata_Hat
2,80.0,1.0134079265164309,4074,10000,,Aquamarine,Dmt,Navy Striped Tee,Bored,Eyepatch,Bayc Hat Red
3,120.0,0.9062125327933636,7740,10000,,Yellow,Dark Brown,,Bored Cigarette,Wide Eyed,Party Hat 2
5,93.0,0.823710641108255,9540,10000,,Orange,Brown,,Bored Unshaven,Robot,Fez
6,38.5,0.8637391805501559,8867,10000,,Orange,Dark Brown,Prison Jumpsuit,Bored Cigarette,Coins,
7,80.0,1.025079159779051,3747,10000,,Gray,Cheetah,Tweed Suit,Small Grin,Eyepatch,
8,90.0,1.127309833837743,1537,10000,Silver Stud,Purple,Black,Sailor Shirt,Small Grin,Wide Eyed,Halo
9,149.69,0.889331725841616,8239,10000,,Aquamarine,Cream,,Bored,X Eyes,
10,55.0,0.9473562173930782,6343,10000,,Orange,White,Smoking Jacket,Bored Unshaven,Coins,Cowboy Hat
11,49.9,0.9291629688278942,6978,10000,,,,,,,
12,0.5,1.0267072780786992,3698,10000,,Yellow,Gray,Biker Vest,Grin Diamond Grill,Bored,Army Hat
13,38.7,1.0118336312529113,4132,10000,,New Punk Blue,Black,Smoking Jacket,Phoneme Oh,Robot,Commie Hat
14,89.0,0.9161231802200018,7420,10000,,,,,,,
16,102.45,0.8332052676411529,9393,10000,,Yellow,Death Bot,Sailor Shirt,Bored,Bored,
17,89.0,1.0235491640670584,3782,10000,,Yellow,Pink,Lumberjack Shirt,Bored Unshaven Cigarette,Bloodshot,Police Motorcycle Helmet
18,129.0,0.8334353721299451,9382,10000,,Army Green,Gray,Tuxedo Tee,Bored,Sleepy,
20,96.0,1.0634224608458744,2771,10000,,New Punk Blue,Black,Sleeveless T,Bored Bubblegum,Scumbag,Army Hat
22,57.88,0.8149029242873232,9625,10000,,,,,,,
25,51.0,0.8669344560864746,8778,10000,,Aquamarine,Gray,Biker Vest,Bored,Bored,Irish Boho
26,0.35,0.8215154205911364,9565,10000,,Yellow,Brown,Service,Bored,Wide Eyed,
27,74.2105,0.915670149962405,7440,10000,,Gray,Black,Vietnam Jacket,Bored,Scumbag,Short Mohawk
28,0.72,0.8660881474973696,8796,10000,,Orange,Brown,,Grin Gold Grill,Bored,Beanie
31,0.1499,0.8707844732863445,8696,10000,Gold Stud,New Punk Blue,Brown,,Grin,Bloodshot,
32,63.0,0.8735565880012535,8632,10000,,Orange,Golden Brown,Leather Punk Jacket,Bored Unshaven Cigarette,Bored,
33,80.0,0.976391961959404,5337,10000,Silver Stud,Gray,Red,,Bored Cigarette,Eyepatch,Beanie
35,150.0,1.1793401196142312,880,10000,Silver Hoop,Blue,Blue,Lab Coat,Rage,Bloodshot,Fez
36,34.9,0.9703912428023748,5563,10000,,Purple,Black,Leather Jacket,Phoneme L,Sleepy,Short Mohawk
37,90.69,0.972038901505798,5499,10000,,,,,,,
40,79.9,0.8939692280517144,8100,10000,,Orange,White,Work Vest,Bored,Bored,Vietnam Era Helmet
43,180.0,0.9481735780267316,6312,10000,,Aquamarine,Golden Brown,,Bored Bubblegum,Bloodshot,Halo
45,1.64,1.008352491158742,4223,10000,,Purple,Golden Brown,Striped Tee,Phoneme  ooo,Blindfold,Halo
46,129.0,1.0254226606430257,3736,10000,,Yellow,Dark Brown,Smoking Jacket,Phoneme Vuh,Hypnotized,Bayc Flipped Brim
48,34.0,1.0722804150085352,2556,10000,Silver Stud,Army Green,Pink,Guayabera,Tongue Out,Eyepatch,
49,0.475,0.9729009641940788,5475,10000,,Yellow,Brown,Bayc T Red,Grin,Sleepy,Faux Hawk
50,34.95,1.1510065557809928,1194,10000,,,,,,,
52,9.123,1.0426513320680717,3254,10000,Diamond Stud,New Punk Blue,Brown,Navy Striped Tee,Bored Unshaven Cigarette,Blindfold,
53,1.25,1.021959868186181,3826,10000,,Orange,Dark Brown,Vietnam Jacket,Discomfort,Sad,Stuntman Helmet
54,56.9,0.8140552218530553,9640,10000,,Army Green,Pink,Lumberjack Shirt,Bored Unshaven,Bored,
55,8.38,0.9740289323796422,5423,10000,,Aquamarine,Black,Navy Striped Tee,Bored Cigarette,Angry,Ww2 Pilot Helm
56,4.9,1.105278925487349,1878,10000,,,,,,,
57,96.0,0.9763838319535624,5339,10000,,Purple,Black,Smoking Jacket,Jovial,Wide Eyed,Army Hat
58,114.5,1.1002990485372788,1978,10000,,,,,,,
59,80.0,0.8647563348864539,8838,10000,,Orange,Pink,Stunt Jacket,Bored Unshaven,Sleepy,
60,80.0,0.9724859013817309,5483,10000,,Yellow,Golden Brown,Bone Necklace,Bored Unshaven,Coins,Party Hat 1
61,2.2,0.8598861841345202,8936,10000,,Purple,Blue,Puffy Vest,Bored,Bloodshot,Beanie
62,1.81,0.8643703167779985,8852,10000,,Aquamarine,Cream,,Grin,Sleepy,Fez
63,9.0,1.0272239835078376,3682,10000,,Aquamarine,Dmt,Tuxedo Tee,Grin,Angry,Short Mohawk
64,5.49,0.9109373181201516,7583,10000,,,,,,,
65,88.0,1.162451244658102,1064,10000,Silver Stud,Army Green,Red,Navy Striped Tee,Grin,X Eyes,Halo
66,165.0,1.031777337029731,3552,10000,,Army Green,Dark Brown,Striped Tee,Rage,Robot,Bandana Blue
67,46.69,1.0653460338415766,2729,10000,Gold Stud,Aquamarine,Blue,Navy Striped Tee,Phoneme Vuh,Zombie,
68,77.99,0.9307959160808696,6932,10000,Silver Stud,Army Green,Brown,Cowboy Shirt,Bored Unshaven,3d,
70,79.99,0.9563261723724756,6019,10000,,Army Green,Dark Brown,Bone Tee,Jovial,Closed,Commie Hat
71,8.88,1.060783452764609,2835,10000,,Yellow,Blue,Tie Dye,Rage,Sleepy,Spinner Hat
72,69.0,0.8393443800463424,9304,10000,,Yellow,Cream,Guayabera,Bored Unshaven,Sleepy,
73,5.1,0.942890700464658,6518,10000,,New Punk Blue,Dark Brown,Prison Jumpsuit,Bored Unshaven,Blue Beams,
74,52.69,1.3029492394410045,125,10000,Silver Hoop,Army Green,Golden Brown,Blue Dress,Phoneme Wah,Scumbag,Bunny Ears
75,72.971,0.933302586755982,6844,10000,,New Punk Blue,Dark Brown,Toga,Bored Unshaven Cigarette,X Eyes,
76,88.5,1.1206661133347584,1624,10000,Diamond Stud,Blue,Robot,Sailor Shirt,Bored Unshaven Cigarette,Sunglasses,
77,1.6,0.961382710092922,5846,10000,,Aquamarine,Gray,Biker Vest,Bored,Blindfold,S&m Hat
78,5.0,0.9734534039563946,5450,10000,,Blue,Brown,Bayc T Black,Bored Unshaven Cigarette,Coins,Bayc Flipped Brim
79,2.8,1.1004071323555908,1976,10000,Silver Hoop,Blue,Dark Brown,Black Holes T,Grin,Heart,Cowboy Hat
81,69.0,1.1471101735537623,1248,10000,,,,,,,
82,72.64,1.0544667330130992,2966,10000,,Orange,Brown,Space Suit,Small Grin,Eyepatch,Vietnam Era Helmet
83,22.0,0.9431184407138098,6508,10000,,,,,,,
84,79.9,1.0147724445395347,4041,10000,,Yellow,White,Service,Phoneme Oh,Angry,
85,101.0,0.9001563785314166,7927,10000,Silver Stud,Blue,Brown,Work Vest,Dumbfounded,Bored,
86,4.8,0.9515787347885863,6201,10000,,Blue,Zombie,Guayabera,Bored Cigarette,Crazy,
87,111.25,1.0469956340420872,3142,10000,,Purple,Gray,,Phoneme Wah,Robot,Prussian Helmet
89,75.3684,0.8708437160344176,8694,10000,,Army Green,Black,Hawaiian,Bored Unshaven,Eyepatch,Beanie
91,27.4,0.9988943905502148,4537,10000,,,,,,,
92,44.985,0.9083498106197192,7657,10000,,Yellow,Brown,Tanktop,Dumbfounded,Bloodshot,Cowboy Hat
94,0.45,0.9333948662251458,6839,10000,,Purple,Cream,Bayc T Red,Bored Unshaven Cigarette,Closed,
95,129.9,1.179620125366915,875,10000,Gold Stud,Purple,Zombie,Tanktop,Bored,Wide Eyed,Prussian Helmet
96,55.0,1.2236764057359368,479,10000,Cross,Orange,Golden Brown,Lumberjack Shirt,Dumbfounded,Sad,Short Mohawk
97,75.0,1.061528452871724,2815,10000,,Gray,Red,Vietnam Jacket,Bored Cigarette,Scumbag,Stuntman Helmet
98,38.0,1.0988742887662055,2006,10000,Silver Hoop,Army Green,Dark Brown,Prom Dress,Bored Cigar,Blindfold,
99,0.33,1.1288264144316664,1522,10000,Diamond Stud,Purple,Brown,Leather Punk Jacket,Bored,Heart,Halo
100,26.69,1.042335594015689,3264,10000,,Purple,Cheetah,Tie Dye,Bored Cigarette,Holographic,Beanie
102,100.0,0.9597108511875824,5908,10000,Silver Stud,Orange,Dark Brown,Bayc T Black,Bored Cigarette,Eyepatch,
104,3.0,1.1786363783244158,887,10000,Silver Hoop,New Punk Blue,Dark Brown,Cowboy Shirt,Dumbfounded,Bloodshot,Bandana Blue
105,76.1,0.9842298875753136,5048,10000,Silver Stud,Yellow,Cream,,Grin,Sunglasses,Short Mohawk
107,17.9,0.9693347131367422,5588,10000,Silver Hoop,Aquamarine,Pink,Tweed Suit,Bored Unshaven,Coins,
108,0.66,1.0899746646948834,2195,10000,Gold Hoop,Gray,Blue,Black Holes T,Bored,Bloodshot,Cowboy Hat
109,0.37,1.043376806528465,3239,10000,,Blue,Golden Brown,Tuxedo Tee,Bored Pipe,Angry,Cowboy Hat
110,0.25,1.1156542075335898,1706,10000,,Orange,Noise,Navy Striped Tee,Bored Cigarette,Hypnotized,Ww2 Pilot Helm
111,39.9,0.8223560759900903,9557,10000,,,,,,,
112,26.0,1.0556901426649308,2943,10000,,Orange,Golden Brown,Space Suit,Bored Cigarette,Holographic,Halo
113,20.0,1.0066576315165148,4290,10000,,Gray,Dark Brown,Smoking Jacket,Bored Unshaven Cigarette,Bloodshot,Laurel Wreath
115,80.0,1.075693934814999,2487,10000,Cross,Aquamarine,Cream,Blue Dress,Bored Unshaven,Angry,
117,2.75,1.0725038177146826,2550,10000,,Army Green,Dark Brown,Rainbow Suspenders,Bored Unshaven Kazoo,Bored,Ww2 Pilot Helm
118,0.4,1.1810830719871304,859,10000,,,,,,,
119,33.95,0.904116965790594,7805,10000,,Purple,Red,,Bored,X Eyes,Vietnam Era Helmet
120,62.6262,1.1061579848245993,1864,10000,Silver Stud,Gray,Cream,Black Holes T,Phoneme Vuh,Bored,Fez
121,1.89,1.2409919445115667,354,10000,Silver Hoop,Blue,Red,Sailor Shirt,Phoneme  ooo,Crazy,Police Motorcycle Helmet
122,59.5,0.9664618513418406,5674,10000,Gold Hoop,Gray,Gray,Lumberjack Shirt,Bored,3d,
123,79.99,1.1023950901667914,1936,10000,Gold Stud,Orange,Brown,Tuxedo Tee,Phoneme Wah,Bored,Beanie
124,97.5,0.92004297747932,7273,10000,Silver Stud,Orange,Golden Brown,Sailor Shirt,Bored Unshaven,Angry,
127,0.95,1.0033645530179287,4400,10000,,Orange,Brown,Sleeveless Logo T,Bored Cigarette,Zombie,Spinner Hat
128,80.0,1.1347681267574938,1430,10000,Silver Hoop,Blue,Blue,Vietnam Jacket,Phoneme Oh,Bored,Short Mohawk
129,99.5,0.8842673513066324,8386,10000,,Army Green,Tan,,Dumbfounded,3d,Beanie
131,115.7,1.221251384872129,501,10000,Silver Stud,New Punk Blue,Golden Brown,Black T,Bored Dagger,Closed,Short Mohawk
134,159.0,0.8785136803053774,8510,10000,,Army Green,Cream,Navy Striped Tee,Grin,Wide Eyed,
136,7.77,0.8674501808617513,8771,10000,,New Punk Blue,Cream,,Bored,X Eyes,Cowboy Hat
138,4.15,0.9093467877029068,7626,10000,,Aquamarine,Dark Brown,Service,Bored Unshaven,Holographic,
141,5.8985,0.9501425607157898,6247,10000,,Purple,Dark Brown,,Phoneme  ooo,Zombie,
142,25.0,0.89342544781525,8115,10000,,Orange,Dark Brown,Prison Jumpsuit,Phoneme  ooo,Sleepy,
143,0.25,0.9029053266804636,7852,10000,,Purple,Cream,Tanktop,Bored,Closed,Vietnam Era Helmet
144,1.7,1.059432872568456,2864,10000,,New Punk Blue,Tan,Tuxedo Tee,Grin,X Eyes,Party Hat 2
145,96.0,0.8414901309290008,9266,10000,,Orange,Dark Brown,Service,Dumbfounded,Bored,
146,0.32,0.8049008690920366,9728,10000,,Army Green,Dark Brown,Guayabera,Bored Unshaven,Closed,
148,6.8,1.07375955196716,2522,10000,Gold Hoop,Orange,Dark Brown,Sleeveless Logo T,Bored,Wide Eyed,Cowboy Hat
149,180.0,1.0184516245800972,3932,10000,,Blue,Gray,Black T,Bored Cigarette,Hypnotized,Bayc Flipped Brim
150,0.45,0.9444187200121424,6441,10000,,Orange,Brown,Service,Jovial,Heart,
151,52.0,1.06888949314503,2645,10000,,Yellow,Zombie,Tie Dye,Rage,Bored,Ww2 Pilot Helm
152,58.0,0.823912756201316,9538,10000,,Purple,Dark Brown,,Bored Unshaven,Angry,Commie Hat
154,79.9,0.896483480672289,8037,10000,,Orange,Pink,Striped Tee,Jovial,Bored,Beanie
155,70.69,1.0922396393846625,2155,10000,,,,,,,
157,1.0,0.9545209455381746,6093,10000,,Yellow,Pink,Navy Striped Tee,Bored Unshaven,Bloodshot,Bandana Blue
158,33.0,1.133736925916259,1444,10000,,,,,,,
159,48.0,1.1314300545632023,1479,10000,Silver Stud,Blue,Dark Brown,Leather Punk Jacket,Bored,Coins,Laurel Wreath
160,77.69,1.1387256093907714,1363,10000,Silver Hoop,Blue,Zombie,Kings Robe,Bored,3d,Beanie
161,45.0,1.0888931909994692,2214,10000,,Yellow,Red,Admirals Coat,Bored Unshaven Cigarette,Closed,Stuntman Helmet
162,0.9876,1.0430381181957349,3250,10000,,Army Green,Brown,Caveman Pelt,Bored Cigar,Angry,Short Mohawk
163,0.9999,0.9024227747353828,7867,10000,,New Punk Blue,Noise,Bandolier,Bored,Bored,Beanie
164,110.0,0.8205783399950933,9574,10000,,Army Green,Golden Brown,Black T,Bored,Angry,
165,3.77,1.3263758590613626,74,10000,Silver Hoop,Army Green,Zombie,Sleeveless Logo T,Grin Diamond Grill,Crazy,Horns
166,65.0,0.8908478042852488,8198,10000,,Orange,Black,Lab Coat,Bored,Sleepy,Bayc Hat Black
167,0.45,0.929444570695726,6970,10000,,Gray,Tan,Striped Tee,Jovial,Angry,
169,6.95,1.0406815653256676,3310,10000,,Purple,Cream,Sleeveless T,Bored Cigar,Bloodshot,Bayc Hat Black
170,169.0,0.9445720230014454,6436,10000,,Purple,Dark Brown,Vietnam Jacket,Bored Unshaven,Closed,Laurel Wreath
172,48.8,0.8714892054221058,8679,10000,,Purple,Dark Brown,Service,Bored Unshaven,Zombie,
173,8.5,1.0175740766732178,3951,10000,Silver Stud,New Punk Blue,Golden Brown,Cowboy Shirt,Jovial,Bloodshot,
174,132.0,1.1151119411505048,1715,10000,,,,,,,
175,107.5,1.1584688695349263,1107,10000,Silver Hoop,Purple,Blue,Bone Tee,Bored Cigarette,Coins,Irish Boho
176,65.99,0.8105705470193074,9679,10000,,Orange,Dark Brown,Bone Necklace,Bored Unshaven,Closed,
177,110.0,1.0038890293360347,4379,10000,,,,,,,
178,70.0,0.955533788416756,6058,10000,,Orange,Tan,Leather Punk Jacket,Bored,Bloodshot,Party Hat 2
179,50.0,0.8269835627199915,9495,10000,,Orange,Brown,,Bored Unshaven,Wide Eyed,
181,0.265,0.8328953600668989,9404,10000,,Purple,Dark Brown,Sleeveless T,Bored,Bored,Stuntman Helmet
182,48.25,0.991517947866046,4802,10000,,Aquamarine,Pink,Puffy Vest,Bored Unshaven Cigarette,Wide Eyed,Cowboy Hat
184,100.88,0.8368876465603265,9334,10000,,Yellow,Brown,Work Vest,Bored,Zombie,
185,120.0,1.1109182236301791,1787,10000,Silver Hoop,Aquamarine,Golden Brown,Toga,Bored Unshaven,Bloodshot,Party Hat 2
186,8.25,1.0979345121021455,2030,10000,,Aquamarine,Pink,Black Holes T,Small Grin,X Eyes,Safari
187,108.5,0.9366481370548448,6736,10000,Silver Stud,Orange,Dark Brown,Bone Necklace,Bored Cigarette,Sad,
188,0.6,0.9561765109991652,6031,10000,,,,,,,
189,0.075,0.7851835135579279,9862,10000,,Orange,Golden Brown,,Bored,Bored,Bunny Ears
190,0.35,1.1993602100517111,681,10000,Cross,Purple,Noise,Black T,Bored,Sleepy,Bowler
191,100.0,0.9957882786489992,4650,10000,,Blue,Tan,Navy Striped Tee,Bored Cigarette,Cyborg,Beanie
192,0.07,0.8233482691540205,9544,10000,,Purple,Dark Brown,,Bored Unshaven,Closed,Sushi Chef Headband
193,60.0,0.8778103661690602,8535,10000,,Orange,Cream,Black Holes T,Bored Unshaven,Crazy,
194,3.0,0.9325477248406124,6876,10000,,Blue,Tan,Blue Dress,Bored,Bored,Faux Hawk
195,120.0,0.9400985270894604,6618,10000,Silver Hoop,Purple,Robot,,Bored,3d,Fez
196,0.9,1.0305353136628068,3572,10000,,Purple,Golden Brown,,Grin Gold Grill,X Eyes,Army Hat
198,16.0,1.0497151292877829,3067,10000,,,,,,,
199,3.84,0.9448357338816948,6428,10000,,Gray,Tan,Sleeveless Logo T,Bored Unshaven,Bored,Ww2 Pilot Helm
200,60.0,1.0040828819337295,4372,10000,,Orange,Red,,Tongue Out,Sleepy,Bayc Hat Red
201,104.88,0.8981017943595466,7992,10000,,Purple,Red,Lumberjack Shirt,Bored Unshaven,Robot,
203,68.69,1.2534483883938403,299,10000,Diamond Stud,New Punk Blue,Red,Pimp Coat,Bored Unshaven,Angry,Irish Boho
204,40.0,0.94419705789108,6450,10000,,Gray,Brown,Tuxedo Tee,Grin,Cyborg,
205,4.0,0.8842605928430691,8387,10000,,Orange,Golden Brown,Sleeveless T,Bored Unshaven Cigarette,Bloodshot,
206,125.0,0.8701572212122983,8715,10000,,Blue,Dark Brown,Sailor Shirt,Bored,Coins,Horns
207,2.99,0.8843816495582849,8383,10000,,Blue,Pink,Bone Tee,Bored,Bloodshot,Cowboy Hat
208,98.0,1.2028938639501603,650,10000,,,,,,,
209,59.0,1.0967696961584574,2057,10000,Silver Hoop,Purple,Zombie,,Grin Multicolored,Coins,Short Mohawk
210,145.0,0.9820128967678208,5144,10000,,Gray,Brown,Tuxedo Tee,Phoneme Vuh,Heart,Commie Hat
211,4.5,0.883974531646341,8391,10000,,,,,,,
212,125.0,1.1152397228913529,1713,10000,Cross,Orange,Tan,,Phoneme L,Heart,Fez
213,105.0,1.165119578208391,1029,10000,Silver Stud,Blue,Gray,Hawaiian,Phoneme L,Angry,Beanie
214,95.5,0.9752927776958094,5374,10000,Gold Stud,New Punk Blue,Brown,Service,Grin,Closed,
215,22.0,0.953167317301815,6142,10000,,Blue,Robot,Guayabera,Bored Unshaven,Bloodshot,Bowler
217,0.399,0.8827146872589781,8420,10000,,Gray,Brown,Navy Striped Tee,Phoneme Oh,Sleepy,
218,92.5,1.0155879578268765,4017,10000,Silver Stud,Yellow,Dark Brown,Prom Dress,Grin,Scumbag,
221,127.7,1.1012435763118118,1961,10000,,Aquamarine,Dark Brown,Blue Dress,Bored Unshaven Cigar,Eyepatch,Army Hat
222,69.42,1.2046822410771478,630,10000,Silver Hoop,Army Green,Golden Brown,Sailor Shirt,Dumbfounded,Cyborg,Commie Hat
225,10.0,1.2484481296879515,326,10000,,,,,,,
226,43.0,0.9468131825295926,6359,10000,,Purple,Cheetah,Navy Striped Tee,Bored Cigarette,Sleepy,Short Mohawk
227,40.0,1.048093970709724,3115,10000,Cross,Gray,Black,,Bored Unshaven,Heart,Bayc Hat Red
228,115.0,1.074657224898184,2508,10000,,Purple,Brown,Puffy Vest,Jovial,Cyborg,Bunny Ears
229,3.5,1.2092334457184293,597,10000,Silver Stud,Purple,Dmt,Vietnam Jacket,Phoneme Vuh,Closed,Commie Hat
230,3.0,1.0474843188059002,3132,10000,,New Punk Blue,Dark Brown,Stunt Jacket,Bored Unshaven Party horn,Wide Eyed,Beanie
231,13.0,1.0743259039479192,2515,10000,Silver Hoop,Army Green,Tan,,Grin Diamond Grill,Sad,Short Mohawk
232,0.25,0.9867002477994814,4956,10000,,Army Green,Dark Brown,Bone Necklace,Phoneme L,Wide Eyed,Commie Hat
233,100.0,1.321921673628946,83,10000,Gold Stud,Yellow,Death Bot,Blue Dress,Grin,Coins,Prussian Helmet
234,54.69,0.9575467824838882,5981,10000,,New Punk Blue,Golden Brown,Bone Necklace,Bored Cigarette,Wide Eyed,Short Mohawk
235,2.1,0.8837649409834616,8399,10000,,Blue,Golden Brown,Bayc T Black,Bored Unshaven,Bored,Safari
237,0.69,0.9184660066526236,7333,10000,,Army Green,Zombie,Service,Bored,Heart,
238,46.3,0.908714908744177,7650,10000,,Orange,Gray,,Bored,Blindfold,Safari
239,1.75,1.177873434205874,896,10000,Cross,Blue,Golden Brown,Navy Striped Tee,Grin,Sleepy,Bowler
240,1.39,1.1736190722839657,945,10000,,,,,,,
241,1.2,1.175742050092031,924,10000,,Army Green,Pink,Cowboy Shirt,Bored Kazoo,3d,Prussian Helmet
242,118.69,0.7244714738625984,9994,10000,,Orange,Black,Navy Striped Tee,Bored,Bored,
243,15.0,1.2320718207245769,411,10000,Diamond Stud,Yellow,Pink,Black T,Bored Cigarette,Scumbag,Army Hat
244,122.0,1.0978689136545217,2032,10000,Silver Stud,Orange,Dark Brown,Admirals Coat,Bored,Bloodshot,Safari
245,65.0,0.9562537416255904,6027,10000,,Purple,Black,Bandolier,Bored Cigarette,Scumbag,Beanie
246,2.65,0.9473955556330416,6342,10000,,Aquamarine,Noise,Prison Jumpsuit,Bored Unshaven,Closed,Beanie
247,23.0,1.0227524762883116,3808,10000,Silver Stud,Orange,Pink,Service,Bored Cigarette,Heart,
248,81.0,0.7980392349240769,9780,10000,,New Punk Blue,Brown,Lumberjack Shirt,Bored,Bored,Fez
249,118.0,1.1965570174284732,713,10000,Silver Stud,Purple,Zombie,Sleeveless T,Bored Unshaven Cigarette,Sunglasses,Fez
250,0.33,1.0677513086665082,2671,10000,,,,,,,
251,0.69,0.9236100060342614,7158,10000,,Orange,Dark Brown,Service,Dumbfounded,Robot,
252,55.99,1.109971559836468,1812,10000,Gold Hoop,Aquamarine,Brown,Hawaiian,Grin,Coins,Halo
254,0.5,0.9010817373060878,7911,10000,,Army Green,Dmt,Prison Jumpsuit,Bored,Bored,Army Hat
255,103.01,1.1475893915165498,1242,10000,Gold Hoop,Purple,Brown,Sailor Shirt,Bored Unshaven,Holographic,Vietnam Era Helmet
256,71.0,0.9841755645663895,5052,10000,,Aquamarine,Cheetah,Puffy Vest,Phoneme Oh,Bored,Commie Hat
258,5.5,1.1194660461631665,1647,10000,,New Punk Blue,White,Black Holes T,Bored Cigar,Coins,Spinner Hat
259,0.88,1.1780803953012409,893,10000,Silver Stud,Gray,White,Guayabera,Bored Unshaven Party horn,Blindfold,
260,115.0,0.8384554305356683,9320,10000,,Orange,Black,,Bored,Scumbag,Halo
261,0.55,1.0010818394240582,4472,10000,,Gray,Dmt,Prom Dress,Bored,Sleepy,S&m Hat
262,60.0,0.828719397619842,9465,10000,,Aquamarine,Cheetah,Sleeveless T,Bored,Bored,Beanie
263,0.561,1.0521476477292575,3020,10000,,,,,,,
264,14.5,1.1488284816332013,1224,10000,,,,,,,
265,74.0,0.9250205702781572,7122,10000,,Purple,Black,Guayabera,Discomfort,Wide Eyed,
266,30.5,0.8565787447091947,8987,10000,,Yellow,Black,,Bored Unshaven,X Eyes,Short Mohawk
267,42.0,1.3007822679923648,129,10000,Gold Stud,Army Green,White,Work Vest,Discomfort,X Eyes,Commie Hat
268,0.4,0.8594202582935191,8944,10000,,New Punk Blue,Black,Bone Tee,Bored,Sunglasses,Beanie
269,2.59,1.0036628986490228,4390,10000,,Gray,White,Hawaiian,Bored Cigarette,Eyepatch,Short Mohawk
270,2.4,1.253500279254944,298,10000,Gold Stud,Yellow,Black,Lumberjack Shirt,Bored Pipe,Sunglasses,Bayc Hat Black
271,0.62,0.9417245889757344,6556,10000,,New Punk Blue,Brown,Tuxedo Tee,Bored Unshaven Cigarette,Bored,Ww2 Pilot Helm
272,3.0,1.0413793491279373,3289,10000,Silver Hoop,Aquamarine,Trippy,Navy Striped Tee,Bored Unshaven,Eyepatch,
273,74.0,1.2291667677030915,438,10000,Silver Hoop,Orange,Tan,Kings Robe,Phoneme Oh,Sleepy,Army Hat
274,0.3,1.1323024692849937,1468,10000,Silver Stud,Blue,Brown,Lumberjack Shirt,Bored Cigarette,Eyepatch,Bayc Flipped Brim
275,110.0,0.8456944268022333,9188,10000,,Blue,Black,Guayabera,Bored Unshaven,Bored,Vietnam Era Helmet
276,1.9,1.1155787693963612,1709,10000,,Gray,Brown,Smoking Jacket,Bored Dagger,Wide Eyed,Bayc Hat Red
277,71.0,0.9454225187266244,6405,10000,Gold Stud,Blue,Cream,Vietnam Jacket,Grin,Bored,
278,46.0,0.8989424089574118,7964,10000,Silver Stud,New Punk Blue,Brown,Wool Turtleneck,Bored,Zombie,
279,115.0,0.9708756449165672,5545,10000,,,,,,,
280,1.0,0.889985802303279,8224,10000,,Orange,Golden Brown,,Bored Cigarette,Coins,Army Hat
281,1.3,1.1256916286131422,1560,10000,,Aquamarine,Cheetah,Lab Coat,Dumbfounded,Cyborg,Bayc Flipped Brim
282,66.0,1.0484754186856509,3104,10000,,Yellow,Dmt,Tuxedo Tee,Phoneme L,Sleepy,Cowboy Hat
283,1.955,1.0985784275285035,2014,10000,Gold Hoop,Purple,Brown,Admirals Coat,Bored Unshaven,Bored,Irish Boho
284,126.5,1.0005469117742094,4491,10000,,Orange,Dark Brown,Hawaiian,Bored Unshaven Bubblegum,Zombie,
285,14.8,0.8362235934353751,9344,10000,,Purple,Tan,,Bored,Blindfold,Beanie
286,0.45,1.1851239797679238,815,10000,Silver Hoop,Blue,Pink,Leather Jacket,Phoneme Wah,Bored,Safari
287,108.0,1.0188761979056686,3912,10000,,,,,,,
288,98.5,0.8660146971712618,8799,10000,,New Punk Blue,Dark Brown,Toga,Bored Cigarette,Sad,
291,122.88,1.1769063783606817,906,10000,Silver Hoop,Army Green,Zombie,Navy Striped Tee,Grin,Coins,Safari
292,14.99,1.0369208428387684,3402,10000,Silver Hoop,New Punk Blue,Black,Sailor Shirt,Bored,Crazy,Army Hat
293,0.775,0.96209068416534,5818,10000,,,,,,,
296,16.089438192588037,0.91204412159709,7551,10000,,Blue,Red,Smoking Jacket,Bored,Sleepy,Bowler
297,51.9,0.8204471851199158,9577,10000,,New Punk Blue,Black,Puffy Vest,Bored,Crazy,
298,71.95,0.8126653529834076,9659,10000,,Purple,Brown,,Bored,Bloodshot,Prussian Helmet
299,1.4999,0.9867433995267612,4955,10000,,,,,,,
300,69.0,0.9666380606603956,5670,10000,,,,,,,
301,13.13,0.980623975527162,5190,10000,,Blue,Pink,Navy Striped Tee,Small Grin,Closed,Fez
302,68.0,0.9201836507245548,7267,10000,,Orange,Cream,,Grin,Crazy,S&m Hat
303,52.0,1.0309563938776385,3561,10000,Silver Hoop,Yellow,Brown,Bayc T Black,Bored Cigarette,Bloodshot,Beanie
304,79.5918,1.1955412626147777,725,10000,,,,,,,
306,93.25,1.1195703948344014,1646,10000,,Army Green,Golden Brown,Tuxedo Tee,Grin Multicolored,Hypnotized,Spinner Hat
307,52.9,0.9515396136975148,6202,10000,,,,,,,
308,90.0,0.9990468290893014,4533,10000,Gold Hoop,Gray,Cream,Hawaiian,Bored Cigarette,3d,
310,96.9,1.2136935059812075,559,10000,Gold Hoop,Orange,Robot,Tanktop,Phoneme L,Bored,Vietnam Era Helmet
311,0.53,0.8700249581268383,8720,10000,,,,,,,
312,109.0,0.79507928974363,9811,10000,,Yellow,Pink,Striped Tee,Bored,Bloodshot,
313,129.99,1.0625499202840618,2790,10000,,,,,,,
